Date,Open,High,Low,Close,Adj Close,Volume,Stock Name,sentiment_score,Negative,Neutral,Positive
2021-09-30,260.3333435058594,263.0433349609375,258.3333435058594,258.49334716796875,258.49334716796875,53868000,TSLA,0.2529688888888889,0.06374444444444445,0.8082666666666668,0.12795555555555552
2021-10-01,259.4666748046875,260.260009765625,254.52999877929688,258.4066772460937,258.4066772460937,51094200,TSLA,0.22241170212765965,0.03824468085106382,0.8641276595744679,0.09762765957446808
2021-10-04,265.5,268.989990234375,258.7066650390625,260.510009765625,260.510009765625,91449900,TSLA,0.15114453781512605,0.042462184873949586,0.8641848739495799,0.09333613445378154
2021-10-05,261.6000061035156,265.7699890136719,258.0666809082031,260.1966552734375,260.1966552734375,55297800,TSLA,0.09669204545454538,0.059715909090909076,0.8522727272727267,0.08798863636363637
2021-10-06,258.7333374023437,262.2200012207031,257.739990234375,260.9166564941406,260.9166564941406,43898400,TSLA,0.22984615384615387,0.038153846153846156,0.8325512820512821,0.1293076923076923
2021-10-07,261.82000732421875,268.3333435058594,261.1266784667969,264.53668212890625,264.53668212890625,57587400,TSLA,0.18862262773722627,0.029379562043795618,0.8656788321167882,0.10492700729927008
2021-10-08,265.4033203125,265.4599914550781,260.3033447265625,261.8299865722656,261.8299865722656,50215800,TSLA,0.2047944444444444,0.05717777777777778,0.8278444444444443,0.11497777777777775
2021-10-11,262.54998779296875,267.0799865722656,261.8333435058594,263.9800109863281,263.9800109863281,42600900,TSLA,0.24180526315789477,0.03585263157894737,0.851357894736842,0.11278947368421048
2021-10-12,266.9766540527344,270.7733459472656,265.5233459472656,268.5733337402344,268.5733337402344,66060000,TSLA,0.2136469565217391,0.04541739130434784,0.833226086956522,0.1213913043478261
2021-10-13,270.1566772460937,271.8033447265625,268.59332275390625,270.3599853515625,270.3599853515625,42360300,TSLA,0.1660459770114942,0.04990804597701149,0.8442873563218388,0.10580459770114943
2021-10-14,271.8299865722656,273.4166564941406,271.1166687011719,272.7733459472656,272.7733459472656,36741600,TSLA,0.16947663551401868,0.03665420560747664,0.8750373831775702,0.08832710280373832
2021-10-15,274.5799865722656,281.07000732421875,274.1166687011719,281.010009765625,281.010009765625,56773800,TSLA,0.10109084507042256,0.07633802816901408,0.8254577464788732,0.09820422535211266
2021-10-18,283.92999267578125,291.7533264160156,283.8233337402344,290.03668212890625,290.03668212890625,72621600,TSLA,0.23849256756756754,0.035283783783783794,0.8586148648648649,0.10612837837837831
2021-10-19,292.510009765625,292.6499938964844,287.5033264160156,288.0899963378906,288.0899963378906,52143300,TSLA,0.17517589285714288,0.056714285714285724,0.8378214285714287,0.10545535714285713
2021-10-20,288.45001220703125,289.8299865722656,285.7933349609375,288.6000061035156,288.6000061035156,42096300,TSLA,0.11344655172413791,0.06863218390804594,0.8249885057471268,0.10640804597701148
2021-10-21,285.3333435058594,300.0,285.1666564941406,298.0,298.0,94444500,TSLA,0.1913472222222222,0.040777777777777774,0.8569999999999997,0.10222777777777778
2021-10-22,298.5,303.3333435058594,296.9866638183594,303.2266540527344,303.2266540527344,68642400,TSLA,0.23788023952095796,0.04162874251497006,0.8231017964071856,0.1352874251497006
2021-10-25,316.84332275390625,348.3399963378906,314.7333374023437,341.6199951171875,341.6199951171875,188556300,TSLA,0.22885714285714273,0.039471861471861505,0.847556277056277,0.11296753246753251
2021-10-26,341.5633239746094,364.9800109863281,333.8133239746094,339.4766540527344,339.4766540527344,187245000,TSLA,0.19390294117647056,0.03985714285714287,0.8576008403361345,0.10253781512605037
2021-10-27,346.5533447265625,356.9599914550781,343.59332275390625,345.9533386230469,345.9533386230469,115579500,TSLA,0.14624463276836164,0.037819209039548024,0.8813163841807907,0.08087005649717514
2021-10-28,356.10333251953125,360.3333435058594,351.3999938964844,359.0133361816406,359.0133361816406,81639600,TSLA,0.20738320000000002,0.038135999999999996,0.8629119999999999,0.09888000000000001
2021-10-29,360.6199951171875,371.7366638183594,357.7366638183594,371.3333435058594,371.3333435058594,89755200,TSLA,0.15818571428571432,0.050809523809523825,0.8531957671957672,0.095989417989418
2021-11-01,381.6666564941406,403.25,372.88665771484375,402.86334228515625,402.86334228515625,168146100,TSLA,0.2256134099616858,0.043183908045977014,0.841241379310345,0.11558620689655176
2021-11-02,386.4533386230469,402.86334228515625,382.0,390.6666564941406,390.6666564941406,128213400,TSLA,0.1842639024390244,0.046795121951219515,0.8602829268292684,0.09291219512195122
2021-11-03,392.4433288574219,405.1300048828125,384.2066650390625,404.6199951171875,404.6199951171875,103885500,TSLA,0.1728923076923077,0.038976923076923076,0.8536615384615386,0.10735384615384615
2021-11-04,411.4700012207031,414.4966735839844,405.6666564941406,409.9700012207031,409.9700012207031,76192200,TSLA,0.23185838926174493,0.03577852348993289,0.8564697986577176,0.10772483221476506
2021-11-05,409.3333435058594,413.2900085449219,402.6666564941406,407.36334228515625,407.36334228515625,64886400,TSLA,0.23854943820224705,0.03476404494382023,0.856808988764045,0.10843820224719103
2021-11-08,383.2633361816406,399.0,377.6666564941406,387.6466674804688,387.6466674804688,100337100,TSLA,0.16482258064516128,0.052889400921658995,0.8498940092165896,0.09723041474654376
2021-11-09,391.2000122070313,391.5,337.17333984375,341.1666564941406,341.1666564941406,177317400,TSLA,0.16811791044776123,0.05172139303482588,0.8458855721393034,0.10238805970149256
2021-11-10,336.8033447265625,359.3666687011719,329.10333251953125,355.9833374023437,355.9833374023437,128408100,TSLA,0.18299788359788358,0.04704232804232806,0.8561216931216934,0.09680423280423282
2021-11-11,367.5899963378906,368.3233337402344,351.5599975585937,354.5033264160156,354.5033264160156,67189800,TSLA,0.2549152317880793,0.04035099337748344,0.8393311258278147,0.12030463576158941
2021-11-12,349.1666564941406,351.5,339.7333374023437,344.47332763671875,344.47332763671875,76719300,TSLA,0.2584325581395348,0.039914728682170546,0.8383488372093022,0.12174418604651166
2021-11-15,339.2099914550781,343.99334716796875,326.20001220703125,337.7966613769531,337.7966613769531,104326800,TSLA,0.16467152317880804,0.043980132450331125,0.8671523178807947,0.08887417218543048
2021-11-16,334.4366760253906,352.3999938964844,334.0599975585937,351.57666015625,351.57666015625,79627200,TSLA,0.20982248062015502,0.04534108527131784,0.8538759689922477,0.10079844961240311
2021-11-17,354.5033264160156,373.21331787109375,351.8333435058594,363.0033264160156,363.0033264160156,94336200,TSLA,0.20722035398230085,0.04006194690265486,0.865300884955752,0.09464601769911503
2021-11-18,368.8500061035156,370.6666564941406,358.3399963378906,365.4599914550781,365.4599914550781,62696700,TSLA,0.18679453124999998,0.055906249999999984,0.8502890625000001,0.09379687499999999
2021-11-19,366.2900085449219,379.5733337402344,364.23333740234375,379.0199890136719,379.0199890136719,64926900,TSLA,0.18514227642276426,0.04666666666666666,0.837260162601626,0.11608943089430895
2021-11-22,387.4433288574219,400.6499938964844,377.4766540527344,385.6233215332031,385.6233215332031,99217500,TSLA,0.2214556451612903,0.037282258064516134,0.8573548387096774,0.10534677419354839
2021-11-23,389.1700134277344,393.5,354.2333374023437,369.6766662597656,369.6766662597656,108515100,TSLA,0.20495793650793648,0.042444444444444444,0.8442539682539685,0.11332539682539682
2021-11-24,360.1300048828125,377.5899963378906,354.0,372.0,372.0,67680600,TSLA,0.2850295918367347,0.043387755102040806,0.8321734693877548,0.12442857142857142
2021-11-26,366.489990234375,369.5933227539063,360.3333435058594,360.6400146484375,360.6400146484375,35042700,TSLA,0.11594482758620693,0.05660919540229885,0.8565287356321839,0.0868735632183908
2021-11-29,366.9966735839844,380.8900146484375,366.7300109863281,378.9966735839844,378.9966735839844,58393500,TSLA,0.18998762886597936,0.040051546391752575,0.8600309278350514,0.0998969072164948
2021-11-30,381.4566650390625,389.3333435058594,372.6666564941406,381.586669921875,381.586669921875,81276000,TSLA,0.15198979591836737,0.0548265306122449,0.8390306122448982,0.10616326530612247
2021-12-01,386.8999938964844,390.9466552734375,363.586669921875,365.0,365.0,68450400,TSLA,0.1873478260869565,0.04982608695652172,0.8464521739130432,0.10374782608695653
2021-12-02,366.3533325195313,371.0,352.2166748046875,361.5333251953125,361.5333251953125,73114800,TSLA,0.12158189655172418,0.042931034482758625,0.8839051724137932,0.07318103448275863
2021-12-03,361.5966796875,363.5266723632813,333.4033203125,338.3233337402344,338.3233337402344,92322000,TSLA,0.19685982905982907,0.04570085470085471,0.8529572649572648,0.1013418803418803
2021-12-06,333.836669921875,340.5466613769531,316.8333435058594,336.336669921875,336.336669921875,81663000,TSLA,0.2285850931677018,0.04333540372670806,0.8409254658385094,0.115751552795031
2021-12-07,348.0666809082031,352.5566711425781,342.2699890136719,350.5833435058594,350.5833435058594,56084700,TSLA,0.17576810344827598,0.04683620689655173,0.8483620689655174,0.10482758620689657
2021-12-08,350.9033203125,357.4599914550781,344.3333435058594,356.32000732421875,356.32000732421875,41906400,TSLA,0.2819009803921569,0.031803921568627457,0.8591568627450981,0.1090392156862745
2021-12-09,353.5466613769531,354.163330078125,334.1199951171875,334.6000061035156,334.6000061035156,59438400,TSLA,0.11266168224299067,0.0558785046728972,0.8628785046728968,0.08124299065420562
2021-12-10,336.25,340.32666015625,327.510009765625,339.010009765625,339.010009765625,59664300,TSLA,0.23608990825688075,0.047440366972477076,0.851449541284404,0.10107339449541283
2021-12-13,333.6966552734375,335.0,317.1400146484375,322.1366577148437,322.1366577148437,78595500,TSLA,0.18649545454545455,0.049924242424242427,0.8359469696969696,0.11417424242424246
2021-12-14,315.0,322.1366577148437,310.0,319.5033264160156,319.5033264160156,70806300,TSLA,0.13208947368421053,0.04811278195488722,0.8554511278195485,0.09642105263157899
2021-12-15,317.7366638183594,326.25,309.4166564941406,325.3299865722656,325.3299865722656,75169200,TSLA,0.22540784313725498,0.048215686274509804,0.8350294117647055,0.11671568627450982
2021-12-16,331.5,331.6600036621094,307.2833251953125,308.97332763671875,308.97332763671875,82771500,TSLA,0.2409140350877193,0.05348245614035087,0.8381666666666667,0.1083245614035088
2021-12-17,304.92333984375,320.2200012207031,303.0133361816406,310.8566589355469,310.8566589355469,100437300,TSLA,0.18930530973451332,0.0492654867256637,0.8487256637168145,0.10197345132743357
2021-12-20,303.5666809082031,307.2300109863281,297.7966613769531,299.9800109863281,299.9800109863281,56480100,TSLA,0.14547549019607836,0.05791176470588234,0.8252549019607844,0.11680392156862744
2021-12-21,305.6233215332031,313.1666564941406,295.3733215332031,312.84332275390625,312.84332275390625,71517900,TSLA,0.14964705882352936,0.04789215686274508,0.8581372549019609,0.09398039215686277
2021-12-22,321.8866577148437,338.5533447265625,319.01666259765625,336.2900085449219,336.2900085449219,93634200,TSLA,0.2260383233532935,0.04005389221556887,0.8468443113772455,0.11309580838323356
2021-12-23,335.6000061035156,357.6600036621094,332.5199890136719,355.6666564941406,355.6666564941406,92713200,TSLA,0.22458831168831167,0.03621428571428573,0.8439025974025969,0.1198571428571429
2021-12-27,357.8900146484375,372.3333435058594,356.9066772460937,364.6466674804688,364.6466674804688,71145900,TSLA,0.1626775862068966,0.04920689655172412,0.8387672413793104,0.11204310344827588
2021-12-28,369.8299865722656,373.0,359.47332763671875,362.8233337402344,362.8233337402344,60324000,TSLA,0.22942761904761902,0.03933333333333333,0.8519333333333333,0.10874285714285717
2021-12-29,366.21331787109375,368.0,354.7133178710937,362.0633239746094,362.0633239746094,56154000,TSLA,0.15578383233532936,0.03984431137724551,0.8626586826347304,0.09748502994011979
2021-12-30,353.77667236328125,365.1833190917969,351.04998779296875,356.7799987792969,356.7799987792969,47040900,TSLA,0.11672439024390248,0.05307317073170733,0.8606910569105691,0.08625203252032525
2021-12-31,357.8133239746094,360.6666564941406,351.5299987792969,352.260009765625,352.260009765625,40733700,TSLA,0.19322265624999996,0.0401171875,0.8547499999999998,0.1051171875
2022-01-03,382.5833435058594,400.3566589355469,378.6799926757813,399.9266662597656,399.9266662597656,103931400,TSLA,0.16438501628664476,0.04341042345276873,0.8529543973941365,0.10365472312703589
2022-01-04,396.51666259765625,402.6666564941406,374.3500061035156,383.1966552734375,383.1966552734375,100248300,TSLA,0.09410928571428573,0.04828571428571427,0.8665714285714284,0.08514285714285715
2022-01-05,382.2166748046875,390.11334228515625,360.336669921875,362.7066650390625,362.7066650390625,80119800,TSLA,0.16069480519480522,0.05386363636363638,0.8423571428571431,0.1037922077922078
2022-01-06,359.0,362.6666564941406,340.1666564941406,354.8999938964844,354.8999938964844,90336600,TSLA,0.14448632478632475,0.04582051282051282,0.8673076923076923,0.08686324786324785
2022-01-07,360.1233215332031,360.30999755859375,336.6666564941406,342.32000732421875,342.32000732421875,84164700,TSLA,0.10418074074074075,0.053022222222222214,0.8518370370370371,0.09513333333333333
2022-01-10,333.3333435058594,353.0333251953125,326.6666564941406,352.7066650390625,352.7066650390625,91815000,TSLA,0.19171066666666664,0.04275999999999999,0.8589266666666668,0.09833333333333329
2022-01-11,351.22332763671875,358.6166687011719,346.2733459472656,354.79998779296875,354.79998779296875,66063300,TSLA,0.20120000000000002,0.035752293577981646,0.8826697247706422,0.08157798165137616
2022-01-12,359.6166687011719,371.61334228515625,357.5299987792969,368.739990234375,368.739990234375,83739000,TSLA,0.1854503401360544,0.04685034013605443,0.8507823129251704,0.10236054421768706
2022-01-13,369.6900024414063,371.8666687011719,342.17999267578125,343.85333251953125,343.85333251953125,97209900,TSLA,0.11483910256410258,0.05348076923076923,0.8651794871794874,0.08134615384615386
2022-01-14,339.9599914550781,350.6666564941406,337.7933349609375,349.8699951171875,349.8699951171875,72924300,TSLA,0.23532024539877305,0.05262576687116564,0.8167361963190183,0.13060122699386498
2022-01-18,342.2033386230469,356.92999267578125,338.6866760253906,343.5033264160156,343.5033264160156,66743400,TSLA,0.16060707070707067,0.057141414141414125,0.8490303030303028,0.0938080808080808
2022-01-19,347.2366638183594,351.5566711425781,331.6666564941406,331.8833312988281,331.8833312988281,75442500,TSLA,0.12295148514851484,0.05631683168316833,0.8471782178217825,0.09649504950495051
2022-01-20,336.57666015625,347.2200012207031,331.3333435058594,332.0899963378906,332.0899963378906,70488600,TSLA,0.2065144230769231,0.05868269230769231,0.8164326923076922,0.12488461538461539
2022-01-21,332.11334228515625,334.8500061035156,313.5,314.6333312988281,314.6333312988281,103416000,TSLA,0.09391823899371074,0.07428301886792452,0.8215849056603773,0.10411320754716981
2022-01-24,301.586669921875,311.1700134277344,283.8233337402344,310.0,310.0,151565700,TSLA,0.10308780487804879,0.05860365853658537,0.8542012195121953,0.08719512195121952
2022-01-25,304.7333374023437,317.086669921875,301.07000732421875,306.1333312988281,306.1333312988281,86595900,TSLA,0.14741019108280254,0.04980254777070065,0.8450318471337581,0.10516560509554138
2022-01-26,317.4766540527344,329.2300109863281,302.0,312.4700012207031,312.4700012207031,104867400,TSLA,0.1808229299363057,0.04761464968152866,0.8450318471337581,0.10735987261146496
2022-01-27,311.1199951171875,311.7966613769531,276.3333435058594,276.3666687011719,276.3666687011719,147109500,TSLA,0.11576996197718634,0.05780988593155895,0.8483992395437258,0.09380988593155888
2022-01-28,277.1866760253906,285.8333435058594,264.0033264160156,282.1166687011719,282.1166687011719,134789100,TSLA,0.17438288770053476,0.044005347593582884,0.8492085561497321,0.10679144385026737
2022-01-31,290.9033203125,312.663330078125,287.3500061035156,312.239990234375,312.239990234375,104436000,TSLA,0.18056870229007632,0.04130534351145038,0.8590610687022902,0.09961068702290077
2022-02-01,311.7366638183594,314.5666809082031,301.6666564941406,310.4166564941406,310.4166564941406,73138200,TSLA,0.16290964912280698,0.05800877192982457,0.8327631578947371,0.10921052631578945
2022-02-02,309.3933410644531,310.5,296.4700012207031,301.8866577148437,301.8866577148437,66792900,TSLA,0.1430885416666666,0.05140625000000001,0.850447916666667,0.09812499999999995
2022-02-03,294.0,312.3333435058594,293.50665283203125,297.0466613769531,297.0466613769531,78855600,TSLA,0.133303,0.049850000000000005,0.8604,0.08973
2022-02-04,299.0733337402344,312.1666564941406,293.72332763671875,307.7733459472656,307.7733459472656,73625400,TSLA,0.22865185185185177,0.053320987654321,0.821320987654321,0.12537037037037035
2022-02-07,307.92999267578125,315.92333984375,300.9033203125,302.4466552734375,302.4466552734375,60994500,TSLA,0.1543867469879518,0.042734939759036146,0.870879518072289,0.08639759036144579
2022-02-08,301.84332275390625,308.7633361816406,298.26666259765625,307.3333435058594,307.3333435058594,50729100,TSLA,0.21550818181818185,0.042345454545454554,0.8331818181818186,0.12445454545454548
2022-02-09,311.6666564941406,315.42333984375,306.6666564941406,310.6666564941406,310.6666564941406,52259400,TSLA,0.18387126436781612,0.04872413793103448,0.8500574712643681,0.10122988505747124
2022-02-10,302.7900085449219,314.60333251953125,298.8999938964844,301.51666259765625,301.51666259765625,66126900,TSLA,0.1361647058823529,0.05810294117647058,0.8503382352941177,0.09147058823529412
2022-02-11,303.2099914550781,305.32000732421875,283.5666809082031,286.6666564941406,286.6666564941406,79645800,TSLA,0.09510202020202023,0.07269696969696968,0.8297676767676765,0.09757575757575758
2022-02-14,287.19000244140625,299.6266784667969,284.3833312988281,291.9200134277344,291.9200134277344,67756500,TSLA,0.23749649122807015,0.045035087719298254,0.833017543859649,0.12191228070175442
2022-02-15,300.0,307.6666564941406,297.7933349609375,307.4766540527344,307.4766540527344,57286200,TSLA,0.3219920454545454,0.04467045454545455,0.828784090909091,0.12649999999999997
2022-02-16,304.6833190917969,308.8099975585937,300.4033203125,307.7966613769531,307.7966613769531,51294300,TSLA,0.160448,0.05029333333333333,0.8418666666666667,0.10781333333333332
2022-02-17,304.4200134277344,306.1666564941406,291.3666687011719,292.1166687011719,292.1166687011719,55178400,TSLA,0.12492058823529407,0.06529411764705882,0.8272156862745096,0.10744117647058823
2022-02-18,295.3333435058594,295.6233215332031,279.2033386230469,285.6600036621094,285.6600036621094,68501700,TSLA,0.16999764705882356,0.057070588235294095,0.8290941176470591,0.11378823529411763
2022-02-22,278.0433349609375,285.57666015625,267.0333251953125,273.84332275390625,273.84332275390625,83288100,TSLA,0.16806796116504852,0.04899029126213591,0.8371165048543691,0.1138640776699029
2022-02-23,276.8099975585937,278.4333190917969,253.5200042724609,254.67999267578125,254.67999267578125,95256900,TSLA,0.11837012987012985,0.06398701298701297,0.8434805194805199,0.092551948051948
2022-02-24,233.4633331298828,267.49334716796875,233.3333282470703,266.92333984375,266.92333984375,135322200,TSLA,0.02512735849056602,0.08049056603773583,0.8329056603773587,0.08657547169811321
2022-02-25,269.74334716796875,273.1666564941406,260.79998779296875,269.9566650390625,269.9566650390625,76067700,TSLA,0.15709180327868855,0.05534426229508197,0.8489180327868853,0.09573770491803281
2022-02-28,271.6700134277344,292.28668212890625,271.57000732421875,290.1433410644531,290.1433410644531,99006900,TSLA,0.16463398058252424,0.04524271844660194,0.847980582524272,0.10679611650485435
2022-03-01,289.8933410644531,296.6266784667969,284.59332275390625,288.1233215332031,288.1233215332031,74766900,TSLA,0.23965921052631578,0.04626315789473684,0.8482631578947367,0.1054868421052632
2022-03-02,290.7099914550781,295.49334716796875,281.42333984375,293.2966613769531,293.2966613769531,74643300,TSLA,0.19726321839080463,0.043149425287356324,0.8560344827586206,0.10082758620689658
2022-03-03,292.92333984375,295.4800109863281,277.5333251953125,279.7633361816406,279.7633361816406,61623600,TSLA,0.2190788888888889,0.04052222222222222,0.8530444444444447,0.10642222222222224
2022-03-04,283.0333251953125,285.2166748046875,275.0533447265625,279.42999267578125,279.42999267578125,66999600,TSLA,0.22861495327102804,0.039448598130841124,0.8406074766355139,0.1199626168224299
2022-03-07,285.4333190917969,288.7133178710937,268.19000244140625,268.1933288574219,268.1933288574219,72494100,TSLA,0.18717380952380952,0.05085714285714287,0.8544999999999997,0.09461904761904763
2022-03-08,265.1766662597656,283.3299865722656,260.72332763671875,274.79998779296875,274.79998779296875,80399100,TSLA,0.17293168316831686,0.06047524752475247,0.8296930693069303,0.10988118811881185
2022-03-09,279.82666015625,286.85333251953125,277.336669921875,286.3233337402344,286.3233337402344,59184000,TSLA,0.1967348837209303,0.04956976744186047,0.8415,0.10898837209302333
2022-03-10,283.8166809082031,284.8166809082031,270.1199951171875,279.4333190917969,279.4333190917969,58648500,TSLA,0.1482666666666667,0.05568627450980393,0.8533235294117645,0.09103921568627453
2022-03-11,280.0666809082031,281.26666259765625,264.5899963378906,265.1166687011719,265.1166687011719,67037100,TSLA,0.05380319148936173,0.07026595744680848,0.8411702127659573,0.08852127659574466
2022-03-14,260.2033386230469,266.8999938964844,252.01333618164065,255.4566650390625,255.4566650390625,71152200,TSLA,-0.0121223404255319,0.08211702127659576,0.8401063829787234,0.07775531914893614
2022-03-15,258.42333984375,268.5233459472656,252.19000244140625,267.2966613769531,267.2966613769531,66841200,TSLA,0.1512646464646465,0.049585858585858594,0.8565050505050507,0.09390909090909087
2022-03-16,269.6666564941406,280.6666564941406,267.4200134277344,280.07666015625,280.07666015625,84028800,TSLA,0.12864024390243906,0.0539390243902439,0.8518902439024391,0.09410975609756098
2022-03-17,276.9966735839844,291.6666564941406,275.239990234375,290.5333251953125,290.5333251953125,66582900,TSLA,0.2583567901234567,0.042567901234567905,0.8356543209876544,0.12181481481481476
2022-03-18,291.4966735839844,302.6166687011719,289.1300048828125,301.7966613769531,301.7966613769531,100414200,TSLA,0.23095,0.04125609756097561,0.8482195121951218,0.11052439024390243
2022-03-21,304.99334716796875,314.2833251953125,302.36334228515625,307.0533447265625,307.0533447265625,81981600,TSLA,0.1549333333333333,0.04811111111111112,0.8545959595959598,0.09728282828282829
2022-03-22,310.0,332.6199951171875,307.25,331.32666015625,331.32666015625,105868500,TSLA,0.2430981651376145,0.040917431192660544,0.8367477064220183,0.1223394495412844
2022-03-23,326.64666748046875,346.8999938964844,325.4666748046875,333.03668212890625,333.03668212890625,120676200,TSLA,0.2131341085271318,0.039093023255813965,0.8540310077519385,0.10690697674418603
2022-03-24,336.57666015625,341.4966735839844,329.6000061035156,337.97332763671875,337.97332763671875,68920800,TSLA,0.24246199999999998,0.02688,0.87639,0.09671999999999999
2022-03-25,336.0,340.6000061035156,332.44000244140625,336.8800048828125,336.8800048828125,62031600,TSLA,0.21347625000000003,0.038450000000000005,0.8681124999999998,0.09347499999999997
2022-03-28,355.0333251953125,365.9599914550781,351.20001220703125,363.9466552734375,363.9466552734375,102506100,TSLA,0.21659642857142858,0.03351530612244899,0.8642295918367351,0.10224489795918365
2022-03-29,369.3299865722656,371.5899963378906,357.7033386230469,366.5233459472656,366.5233459472656,73614900,TSLA,0.21633203883495145,0.030058252427184465,0.8783398058252428,0.09161165048543693
